Timestamp,How old are you?,What industry do you work in?,Job title,What is your annual salary?,Please indicate the currency,Where are you located? (City/state/country),How many years of post-college professional work experience do you have?
4/24/2019 14:06:02,25-34,Human Resources/Funeral Industry,Human Resources Director,"52,250",USD,"Roanoke, VA USA",5-7 years
4/24/2019 14:06:03,35-44,Disease diagnostics- research,Research scientist,"84,000",USD,"Salt Lake City, UT, USA",8 - 10 years
4/24/2019 14:06:07,25-34,Public School District ,Bilingual Office Assistant,40540,USD,"Suffolk County, NY, USA",5-7 years
4/24/2019 14:06:10,18-24,Media,Archivist,26010,GBP,"Reading, UK",2 - 4 years
4/24/2019 14:06:15,35-44,Non-Profit ,Researcher & Trainer Part-Time ,18000,EUR,Austria ,5-7 years
4/24/2019 14:06:19,25-34,Education,Executive Secretary,"44,200",USD,"Houston, TX, United States",11 - 20 years
4/24/2019 14:06:20,35-44,Software,Senior Software Engineer,80000,USD,"Indianapolis, IN US",11 - 20 years
4/24/2019 14:06:21,25-34,Higher Education,Information Systems Specialist,70000,USD,"Vermont, USA ",5-7 years
4/24/2019 14:06:27,25-34,,Video Production Manager,60000,USD,Alexandria/VA/USA,2 - 4 years
4/24/2019 14:06:39,25-34,Digital Marketing,UX Design Lead,68000,USD,"Remote in Columbus, OH but office is Fort Worth, TX",11 - 20 years
4/24/2019 14:06:46,25-34,Economic Research,Research Associate,50000,USD,"Cambridge, Massachusetts",1 year or less
4/24/2019 14:06:49,35-44,Energy,Transformation Operations Leader,119000,USD,"Cleveland, OH, USA",11 - 20 years
4/24/2019 14:06:56,35-44,non profit,development director ,"170,000",USD,nyc,11 - 20 years
4/24/2019 14:06:56,35-44,Academia,Professor,"80,000",USD,Florida,11 - 20 years
4/24/2019 14:06:56,25-34,Healthcare,Project leader,51000,EUR,Netherlands,8 - 10 years
4/24/2019 14:06:57,25-34,Communications ,Communications Project Coordinator ,"50,000",CAD,Canada,2 - 4 years
4/24/2019 14:06:58,25-34,Tech,Software Developer,135000,USD,"Lexington, MA, USA",2 - 4 years
4/24/2019 14:06:58,25-34,Federal Government Contractor,Conflict and Stabilization Specialist,"67,000",USD,Washington DC,5-7 years
4/24/2019 14:07:01,25-34,Philanthropy,Communications Specialist,"55,000",USD,Chicago Area,8 - 10 years
4/24/2019 14:07:04,35-44,Healthcare Operations,Materials Manager,65000,USD,"Portland, OR",1 year or less
4/24/2019 14:07:08,35-44,Government Affairs,Director of Scheduling,83000,USD,Washington DC,21 - 30 years
4/24/2019 14:07:09,25-34,Market research,People operations generalist,52000,USD,"Denver, CO USA",2 - 4 years
4/24/2019 14:07:10,35-44,Legal,Attorney,250000,USD,"Small City, Midwest, USA",8 - 10 years
4/24/2019 14:07:19,35-44,"Non-Profit, Social Services",HR Generalist,51168,USD,"Austin, TX USA",5-7 years
4/24/2019 14:07:22,35-44,Educational Technology,Publication Manager and Social Media Coordinator,"$81,000",USD,"Cambridge, MA",11 - 20 years
4/24/2019 14:07:23,25-34,Education ,Library Assistant II,"32,000 (18/hr, 35h/wk)",USD,"Cambridge, MA",5-7 years
4/24/2019 14:07:25,25-34,Social Services (nonprofit),Care Manager,45000,USD,"Rockville, MD",2 - 4 years
4/24/2019 14:07:25,45-54,engineering,engineer,100000,CAD,vancouver canada,21 - 30 years
4/24/2019 14:07:26,25-34,Education,High School Social Studies Teacher,"70,464",USD,"Philadelphia, PA, USA",8 - 10 years
4/24/2019 14:07:31,25-34,Libraries,Knowledge and Evidence Lead,"28,000",GBP,"Leeds, West Yorkshire, UK",8 - 10 years
4/24/2019 14:07:33,25-34,Higher Education/Grants,Grants Director (left out identifying details),68000,USD,Central Indiana,5-7 years
4/24/2019 14:07:39,35-44,Software ,Technical Writer,54000,USD,Salt Lake City/UT/USA,11 - 20 years
4/24/2019 14:07:41,25-34,Healthcare,Physician Assistant,95000,USD,Baltimore/Maryland/USA,2 - 4 years
4/24/2019 14:07:44,35-44,Museums,Curator,33000,USD,"Montana, USA",5-7 years
4/24/2019 14:07:46,45-54,Association,Office Manager,"55,000",USD,Issaquah/WA/US,21 - 30 years
4/24/2019 14:07:50,45-54,Financial Services,Technical Manager,160000,USD,"Chicago, IL, US",31 - 40 years
4/24/2019 14:07:52,45-54,Tech,Senior Counsel,"220,000",USD,"Redwood City, CA, USA",21 - 30 years
4/24/2019 14:07:57,35-44,Auto industry ,Administrative assistant ,"40,000",USD,"Brunswick, ga, usa",11 - 20 years
4/24/2019 14:08:00,25-34,Technology,People Operations Generalist,"$100,000",USD,"San Francisco, CA, USA",2 - 4 years
4/24/2019 14:08:01,18-24,Financial Technology,Training Associate,"48,000",CAD,Canada,1 year or less
4/24/2019 14:08:07,25-34,Federal government,Environmental Protection Specialist,99170,USD,"Washington, DC",5-7 years
4/24/2019 14:08:07,25-34,Communications / PR,Account Executive,"41,000",USD,"Detroit, Michigan USA",2 - 4 years
4/24/2019 14:08:13,25-34,Pharmaceutical,Senior Regulatory Associate,28000,GBP,"Cambridge, United Kingdom ",2 - 4 years
4/24/2019 14:08:17,18-24,Advertising,Research Executive,"25,702",GBP,United Kingdom,2 - 4 years
4/24/2019 14:08:19,35-44,Medical,Database Administrator,"65,200",CAD,,11 - 20 years
4/24/2019 14:08:26,35-44,Higher Ed,Instructor,54000,USD,"Seattle, WA, USA",8 - 10 years
4/24/2019 14:08:27,25-34,Childcare,Nanny / Infant Care Specialist,"$62,400",USD,"Seattle, WA USA",5-7 years
4/24/2019 14:08:36,25-34,Medical Device Manufacturing,Regulatory Affairs Manager,145000,USD,"Minneapolis, MN, USA",8 - 10 years
4/24/2019 14:08:40,55-64,Education,Librarian,"49,000",USD,"Hamlet, NC",21 - 30 years
4/24/2019 14:08:57,35-44,Engineering,Manager of Sustainability,135000,USD,"New York, NY, USA",8 - 10 years
4/24/2019 14:09:02,35-44,Aviation,Cabinet engineering integration,88000,CAD,Dorval/Quebec/Canada,11 - 20 years
4/24/2019 14:09:03,55-64,Oilfield Services,IT Manager,"101,000.00",USD,Houston/Texas/USA,21 - 30 years
4/24/2019 14:09:03,35-44,Academia,Lecturer,"56,000",USD,"Austin, TX",11 - 20 years
4/24/2019 14:09:14,35-44,Engineering Services,Senior Accountant,81996.72,USD,"Anaheim, CA, USA",11 - 20 years
4/24/2019 14:09:17,25-34,Media,Podcast Producer,"65,000",USD,"Los Angeles, CA, USA",11 - 20 years
4/24/2019 14:09:17,35-44,manufacturing,HR Manager,"97,424",USD,"El Cajon, CA, USA",11 - 20 years
4/24/2019 14:09:18,35-44,IT,Project Manager,110000,USD,"Austin, TX",11 - 20 years
4/24/2019 14:09:20,45-54,Finance & Investments,Partner,220000,USD,"Boston, MA USA",21 - 30 years
4/24/2019 14:09:25,25-34,Gas Utility,Admin,42000,USD,"St Louis, MO, USA",5-7 years
4/24/2019 14:09:26,25-34,Environmental consulting,Associate Environmental Planner,63500,USD,"Santa Barbara, CA, USA",5-7 years
4/24/2019 14:09:35,18-24,,product manager,"85,000",USD,,2 - 4 years
4/24/2019 14:09:45,25-34,Nonprofit,Director of ops,40000,USD,"Houston, TX",2 - 4 years
4/24/2019 14:09:58,25-34,Transportation & Logistics ,Office Lead,"$43,680",USD,PA,5-7 years
4/24/2019 14:09:58,25-34,Education,Teacher of Classics,"35,000",GBP,Scotland ,5-7 years
4/24/2019 14:09:59,35-44,Non-profits,Marketing and Communications Manager,"60,000",CAD,"Vancouver, BC, Canada",11 - 20 years
4/24/2019 14:10:01,35-44,City Government - Library,Library Specialist ,51k,USD,Tempe AZ,11 - 20 years
4/24/2019 14:10:03,25-34,Website Design and Marketing,Senior Graphic Designer,40000,USD,,5-7 years
4/24/2019 14:10:04,35-44,Rail ,Learning & Development Manager,£42000,GBP,"Manchester, UK",11 - 20 years
4/24/2019 14:10:06,35-44,Heavy industrial manufacturing ,Global Purchasing Manager,129000,USD,"Atlanta, GA, USA",8 - 10 years
4/24/2019 14:10:07,25-34,Higher education,Reference Librarian,"83,000",USD,"New Jersey, NJ",5-7 years
4/24/2019 14:10:09,25-34,Contracting,Software Developer,"100,000",USD,"Frisco, TX, USA",8 - 10 years
4/24/2019 14:10:10,25-34,Public policy,Research Associate,"60,000",USD,"New York, NY",2 - 4 years
4/24/2019 14:10:12,35-44,Government regulation. Uk,Senior analyst,30000,GBP,"Newcastle, uk",21 - 30 years
4/24/2019 14:10:15,35-44,Real Estate,"Senior Manager,  Communication ","$108,000",USD,New Jersey,11 - 20 years
4/24/2019 14:10:15,35-44,legal,associate attorney,"$114,000 + ~$5,000 bonus",USD,Alaska USA,11 - 20 years
4/24/2019 14:10:17,45-54,Oil and Gas,HR Generalist,"85,000",USD,San Francisco/Bay Area/California,21 - 30 years
4/24/2019 14:10:18,25-34,Publishing,Customer Engagement Manager,"77,942",USD,"New York, NY",11 - 20 years
4/24/2019 14:10:22,45-54,entertainment,accountant,"52,000",USD,colorado,11 - 20 years
4/24/2019 14:10:27,45-54,Entertainment,Writer,41000,USD,"Baltimore, MD",11 - 20 years
4/24/2019 14:10:29,25-34,Civil Service,Corporate Governance Officer,33033,GBP,London,2 - 4 years
4/24/2019 14:10:30,25-34,Education,Assistant Teacher,35000,USD,"New Orleans, LA",5-7 years
4/24/2019 14:10:31,45-54,Utilities Engineering,Engineering Manager,"102,000",USD,"Land O Lakes, FL, USA",11 - 20 years
4/24/2019 14:10:39,25-34,Information Technology ,Business Intelligence Analyst ,65000,CAD,Edmonton/Alberta/Canada ,2 - 4 years
4/24/2019 14:10:40,25-34,Legal,Attorney,105000,USD,"Tampa, FL",11 - 20 years
4/24/2019 14:10:46,18-24,Recruiting,Research Analyst,42000,USD,Houston/TX/USA,2 - 4 years
4/24/2019 14:10:51,35-44,Higher Ed Admin,Business Analyst,48000,USD,Tallahassee FL,11 - 20 years
4/24/2019 14:10:52,25-34,Books,Novelist,90000,GBP,"London, UK",11 - 20 years
4/24/2019 14:11:03,25-34,Fundraising,Director of Advancement,"110,000",USD,"Minneapolis, MN",11 - 20 years
4/24/2019 14:11:08,35-44,Magazine publishing,Senior editor,"60,000",USD,"New York City, NY, USA",11 - 20 years
4/24/2019 14:11:09,25-34,Advertising,Copywriter,"50,000",USD,Georgia,5-7 years
4/24/2019 14:11:13,55-64,government,bureau chief,"$128,000",USD,"NY, NY USA",31 - 40 years
4/24/2019 14:11:13,25-34,Education,High School English Teacher,"34,700",USD,Williston/ND/USA,8 - 10 years
4/24/2019 14:11:17,25-34,Insurance,Actuarial Analyst,96100,USD,"Richmond, VA, USA",8 - 10 years
4/24/2019 14:11:29,45-54,Federal Government - Scientist,Supervisory Physical Scientist,130000,USD,"Chicago, IL USA",11 - 20 years
4/24/2019 14:11:31,25-34,Journalism,Editor,"$60,000",USD,"Salem, OR, USA",2 - 4 years
4/24/2019 14:11:34,25-34,Consulting,Human Capital Consultant,82400,USD,"Alexandria, VA",5-7 years
4/24/2019 14:11:36,35-44,Academica,lecturer,53000,USD,Detroit/MI/USA,11 - 20 years
4/24/2019 14:11:41,25-34,Non-profit education,Education Specialist,"40,800",USD,Illinois,8 - 10 years
4/24/2019 14:11:42,25-34,Legal,Business Developer ,37764,USD,"Buffalo, NY USA",2 - 4 years
4/24/2019 14:11:42,35-44,Education,Associate Librarian,61000,USD,MI/USA,11 - 20 years
4/24/2019 14:11:45,35-44,Industry automation,Head of User Experience Group,120 000,EUR,"Munich, Germany",11 - 20 years
4/24/2019 14:11:46,45-54,Higher Education,Associate Professor,55000,USD,"Shreveport, LA, USA",11 - 20 years
4/24/2019 14:11:52,25-34,Tech,Senior Software Engineer,93642,USD,Austin/Texas/United States,5-7 years
4/24/2019 14:11:52,25-34,Non-Profit/Cultural Heritage,Historic Site Manager,"32,000",USD,"Philadelphia, PA",2 - 4 years
4/24/2019 14:11:52,45-54,higher education,Program Director,44000,USD,northern IL,21 - 30 years
4/24/2019 14:11:56,25-34,Life Science,Scientist,"90,000",USD,"Boston, MA",8 - 10 years
4/24/2019 14:11:58,25-34,Communications and PR,Communications Manager,32 000.00,EUR,"Brussels, Belgium",5-7 years
4/24/2019 14:12:01,25-34,Education technology,Customer Success Manager,69000,USD,"San Diego, CA",5-7 years
4/24/2019 14:12:03,25-34,Media,Editor,"78,000",USD,New York City,8 - 10 years
4/24/2019 14:12:08,35-44,Industrial cleaning and vacuuming,Senior accountant,"44,500",USD,"Columbia, SC, USA",11 - 20 years
4/24/2019 14:12:11,25-34,Advertising,Copywriter,"76,500",USD,Georgia,5-7 years
4/24/2019 14:12:12,45-54,Technology ,"Director, Corporate Communications ","250,000",USD,"San Francisco, CA, USA",11 - 20 years
4/24/2019 14:12:12,25-34,Software,Project MAnager,62000,USD,"Asheville, NC, USA",5-7 years
4/24/2019 14:12:13,25-34,Retail,Digital Marketing Manager ,"85,000",USD,Cleveland/Ohio/U.S. ,8 - 10 years
4/24/2019 14:12:20,25-34,Software Engineering,Director of Engineering,175000,USD,NYC,8 - 10 years
4/24/2019 14:12:23,25-34,Government,Communications Specialist,75000,USD,"Washington, D.C./USA",5-7 years
4/24/2019 14:12:24,35-44,Software Consulting,Talent acquisition Team lead,"118,000.00",USD,"Battle Ground, WA, USA",11 - 20 years
4/24/2019 14:12:26,35-44,Technology,Sr. Finance Manager,"126,100",USD,"Redmon, WA, USA",11 - 20 years
4/24/2019 14:12:31,25-34,Software,Implementation Specialist,39000,GBP,"London, UK",5-7 years
4/24/2019 14:12:32,18-24,Beauty,Content writer,"33,600",USD,"Dana Point, CA, USA",2 - 4 years
4/24/2019 14:12:32,45-54,Health care,Report analyst,80000,USD,"Rochester, NY United States ",11 - 20 years
4/24/2019 14:12:36,35-44,Legal Services,IP Coordinator/Legal Assistant,"$87,620",USD,"Washington, DC USA",11 - 20 years
4/24/2019 14:12:38,55-64,IT,Desktop Support Tech,49334,USD,Carthage/IL/USA,31 - 40 years
4/24/2019 14:12:45,35-44,Law,Deputy Chief Public Defender,64500,USD,"Spencer, West Virginia",5-7 years
4/24/2019 14:12:48,35-44,legal,attorney,"90,000",USD,,11 - 20 years
4/24/2019 14:12:50,35-44,Travel,Supplier Concierge,34500,USD,Raleigh/NC/US,8 - 10 years
4/24/2019 14:12:56,25-34,Legal,Assistant Counsel,81000,USD,Virginia/USA,8 - 10 years
4/24/2019 14:13:13,35-44,Theatre ,Playwright ,"£80,000",GBP,London,2 - 4 years
4/24/2019 14:13:18,35-44,Change Management Consulting,Change Management Consultant,"160,000",CAD,"Vancouver, BC, Canada",11 - 20 years
4/24/2019 14:13:18,35-44,Tech,Technical writer,"91,000",USD,"Seattle, WA USA",11 - 20 years
4/24/2019 14:13:20,45-54,State Government,IT Program Manager,80000,USD,Atlanta/GA/USA,21 - 30 years
4/24/2019 14:13:32,25-34,Finance,Compliance Analyst,100000,USD,"New York, NY",8 - 10 years
4/24/2019 14:13:51,45-54,Non Profit Mental Health,Data Analyst,58000,CAD,"Ontario, Canada",21 - 30 years
4/24/2019 14:13:55,35-44,Tech,Engineering Manager,185000,USD,"Sunnyvale, Ca, USA",11 - 20 years
4/24/2019 14:13:56,25-34,Nonprofit,CFO,35000,USD,Tegucigalpa /Francisco Morazan/Honduras ,11 - 20 years
4/24/2019 14:13:57,25-34,Advertising,Copywriter,"55,000",USD,Georgia,41 years or more
4/24/2019 14:13:58,25-34,Higher Education,Assistant Director of Admission,"53,000",USD,NYC,2 - 4 years
4/24/2019 14:14:00,45-54,Retail,HR Manager,"78,000",USD,Las Vegas Nevada USA,8 - 10 years
4/24/2019 14:14:06,45-54,Education,Research Administrator,72000,USD,"Gainesville, FL, USA",11 - 20 years
4/24/2019 14:14:08,35-44,Tech adjacent,Data Analyst,80000,CAD,"Montreal, Qc, Canada",5-7 years
4/24/2019 14:14:09,25-34,Ecommerce,Marketing Manager,62000,USD,"Baltimore, MD, USA",5-7 years
4/24/2019 14:14:11,35-44,Software,Software Development Manager,600000,USD,"Seattle, WA, USA",11 - 20 years
4/24/2019 14:14:14,25-34,Tech (software),Communications Strategist,115000,USD,"New York, NY",2 - 4 years
4/24/2019 14:14:18,25-34,academia,postdoctoral research associate,31000,GBP,uk,8 - 10 years
4/24/2019 14:14:20,25-34,Healthcare (NHS Scotland),GP practice manager ,£33000,GBP,"Aberdeen, Scotland ",8 - 10 years
4/24/2019 14:14:20,25-34,Advertising,Media Planner,"41,000",USD,Atlanta,2 - 4 years
4/24/2019 14:14:22,35-44,Apparel,Senior Designer,"100,000",USD,Denver Colorado USA,11 - 20 years
4/24/2019 14:14:22,25-34,Social Work/NonProfit,Intake Coordinator,"33,000",USD,"Pittsburgh, PA",5-7 years
4/24/2019 14:14:25,35-44,nonprofit,Vice President,"$115,000",USD,"Washington, DC USA",11 - 20 years
4/24/2019 14:14:33,25-34,restaurant franchising,Development Manager,55000 ish (including bonuses),USD,"Georgia, USA",8 - 10 years
4/24/2019 14:14:39,25-34,Tech,Software Developer,135000,USD,"Lexington, MA, USA",2 - 4 years
4/24/2019 14:14:38,18-24,Public Policy Research,Research Assistant,44000,USD,"Washington, D.c., USA",2 - 4 years
4/24/2019 14:14:43,25-34,Pharmaceuticals,Process Engineer,80000,USD,Colorado,2 - 4 years
4/24/2019 14:14:43,25-34,Insurance,Associate Counsel,72500,USD,"Fort Worth, Texas, USA",5-7 years
4/24/2019 14:14:46,25-34,Hospital management ,Access supervisor,"50,000",USD,"Little Rock, Arkansas, USA",2 - 4 years
4/24/2019 14:14:45,25-34,Education,Certified School Librarian,"42,000",USD,"Windsor, Colorado, USA",2 - 4 years
4/24/2019 14:14:48,35-44,Healthcare finance,Director of operations,"129,000",USD,"Irvine, ca, USA ",11 - 20 years
4/24/2019 14:14:49,25-34,Municipal Government,Clerk,"35, 215.91",USD,"Providence, RI, USA",2 - 4 years
4/24/2019 14:14:51,25-34,Manufacturing ,Logistics Process Manager ,77000,USD,Lansdale/PA/USA,5-7 years
4/24/2019 14:14:52,25-34,Water industry (UK),Flood Risk and Drainage Officer,"£30,000",GBP,Surrey UK,2 - 4 years
4/24/2019 14:15:03,25-34,Public policy,Senior Policy Analyst,69000,CAD,"Regina, SK, Canada",5-7 years
4/24/2019 14:15:11,35-44,Finance,Senior Operations Administrator ,"39,500",CAD,Canada,11 - 20 years
4/24/2019 14:15:11,35-44,Sales,Sales associate,55000,USD,United States,5-7 years
4/24/2019 14:15:16,25-34,Brewing,Assistant Brewer,30720,USD,,2 - 4 years
4/24/2019 14:15:17,25-34,Market Research,Senior Research Associate,61200,USD,Minneapolis/MN/USA,5-7 years
4/24/2019 14:15:25,35-44,it,test analyst,40000,GBP,Glasgow /Scotland,11 - 20 years
4/24/2019 14:15:28,25-34,Advertising,Copywriter,"58,000",USD,Georgia,5-7 years
4/24/2019 14:15:33,25-34,Semiconductor,Senior engineer,105k,USD,Central Texas,8 - 10 years
4/24/2019 14:15:33,25-34,Insurance ,Service Consultant ,"51,499.00",USD,Chattanooga TN USA,5-7 years
4/24/2019 14:15:37,35-44,Manufacturing,Supply Chain Analyst,61000,USD,"Indianapolis, IN",5-7 years
4/24/2019 14:15:38,25-34,Healthcare,Accounts receivable representative,"34,000",USD,Austin Texas USA,8 - 10 years
4/24/2019 14:15:42,35-44,"Manufacturing and distributing, plastics","Customer Support Representative, bid assistant",40000,USD,"Houston, TX",11 - 20 years
4/24/2019 14:15:45,25-34,Law,Associate Attorney,"305,000",USD,"Los Angeles, California",5-7 years
4/24/2019 14:15:46,25-34,Information Technology and Services ,Technical Writer,"53,250",USD,South Carolina ,5-7 years
4/24/2019 14:15:50,25-34,Tech / Agriculture,Senior Software Engineer,"$100,000",USD,"Buffalo, NY (but my company is based in NYC)",5-7 years
4/24/2019 14:15:52,35-44,Government - Engineering,Project Engineer,82188.8,USD,"Indianapolis, Indiana",11 - 20 years
4/24/2019 14:15:55,25-34,Wholesale/Manufacturing,Key Accounts Operations Manager,"55,440",USD,"Seattle, WA, USA",5-7 years
4/24/2019 14:16:00,45-54,Education,College Instructor,"80,000",USD,"Austin, MN USA",11 - 20 years
4/24/2019 14:16:03,55-64,Education- High School,Teacher Librarian,"89,000",USD,California,21 - 30 years
4/24/2019 14:16:06,25-34,University development,Proposal writer,71k,USD,,2 - 4 years
4/24/2019 14:16:10,25-34,"Non-profit, public health ",Legal policy analyst ,"66,000",USD,"Denver, CO",5-7 years
4/24/2019 14:16:11,45-54,Public Library,Head of Adult Services,"54,000",USD,"Houston, TX area",21 - 30 years
4/24/2019 14:16:15,25-34,Government,Associate Counsel,"75,000",USD,New York City,2 - 4 years
4/24/2019 14:16:15,35-44,Tech Industry,Datawarehouse Engineer,162000,USD,"New York, New York, USA",11 - 20 years
4/24/2019 14:16:16,25-34,Hospitality,Event Coordinaor,"40,000",USD,"Duluth, MN USA",2 - 4 years
4/24/2019 14:16:17,18-24,EdTech,Marketing Coordinator,"53,000",USD,"Boston, MA, USA",2 - 4 years
4/24/2019 14:16:20,25-34,Hospitality,Assistant General Manager,"54,000",USD,New Orleans,11 - 20 years
4/24/2019 14:16:20,35-44,tech,ux designer,178600,USD,new york city,11 - 20 years
4/24/2019 14:16:31,35-44,Publishing,Editor,"51,000",CAD,"Toronto, Canada",8 - 10 years
